sentence,full_audio_path,no_tone
Ẹ wo àwọn adarí ìjọ ní Nàíjíríà tó tako abẹ́rẹ́ náà.,/content/drive/MyDrive/clips/common_voice_yo_36854853.mp3,E wo awon adari ijo ni Naijiria to tako abere naa.
Àjọ tó ń mójú tó ètò ìdìbò ń retí ìdáhùn àwọn ènìyàn ìbéèrè yẹn.,/content/drive/MyDrive/clips/common_voice_yo_36854855.mp3,Ajo to n moju to eto idibo n reti idahun awon eniyan ibeere yen.
Ọ̀nà Èkìtì ni àwọn àbúrò mi gbà wá.,/content/drive/MyDrive/clips/common_voice_yo_36854872.mp3,Ona Ekiti ni awon aburo mi gba wa.
Àwọn ìgbà mẹ́wàá kan wà táwọn mùsùlùmí ò lè lọ sílẹ̀ mímọ́.,/content/drive/MyDrive/clips/common_voice_yo_36854874.mp3,Awon igba mewaa kan wa tawon musulumi o le lo sile mimo.
Àwọn àgbàgbà ti bẹ̀bẹ̀ fún ẹgbẹ́ ajìjàgbara kan.,/content/drive/MyDrive/clips/common_voice_yo_36854875.mp3,Awon agbagba ti bebe fun egbe ajijagbara kan.
Aìní èrò tó gún tó fa ìbànújẹ́ ayérayé fún àwọn akẹ́kọ̀ọ́ yẹn.,/content/drive/MyDrive/clips/common_voice_yo_36854948.mp3,Aini ero to gun to fa ibanuje ayeraye fun awon akekoo yen.
Ààrẹ orílẹ̀-èdè ní ilẹ̀ Áfíríkà 'tó bá Ọlọ́run jiyàn'.,/content/drive/MyDrive/clips/common_voice_yo_36855030.mp3,Aare orile-ede ni ile Afirika 'to ba Olorun jiyan'.
Àwọn aṣẹ́wó ilé ìjọsìn fún ìdáríjì ẹ̀ṣẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36855031.mp3,Awon asewo ile ijosin fun idariji ese.
Mọ̀ ti mọ̀ nípa ọ̀gágun Olúrìn tó darí ìdìtẹ̀gbàjọba ọ̀ún.,/content/drive/MyDrive/clips/common_voice_yo_36855036.mp3,Mo ti mo nipa ogagun Olurin to dari iditegbajoba oun.
Wọ́n ṣe àlàyé ìkẹyìn fún olóògbé.,/content/drive/MyDrive/clips/common_voice_yo_36856936.mp3,Won se alaye ikeyin fun oloogbe.
Bọ́lá Tinúbú ní òun dúpẹ́ pé ó padà délé láyọ̀ láti ìrìn àjò,/content/drive/MyDrive/clips/common_voice_yo_36856937.mp3,Bola Tinubu ni oun dupe pe o pada dele layo lati irin ajo
Ilé ẹjọ́ gbọ́dọ̀ dájọ́ ikú fún àwọn tó pa Tìmílẹ́hìn nítorí wọ́n jẹ̀bi.,/content/drive/MyDrive/clips/common_voice_yo_36856938.mp3,Ile ejo gbodo dajo iku fun awon to pa Timilehin nitori won jebi.
Omi dára lágọ̀ọ́ ara láti dènà àwọn ààrùn kọ̀ọ̀kan.,/content/drive/MyDrive/clips/common_voice_yo_36856966.mp3,Omi dara lagoo ara lati dena awon aarun kookan.
Mo gba ìpè pàjáwìrì láti ọ̀dọ̀ àwọn ọ̀rẹ́ mi laánàá.,/content/drive/MyDrive/clips/common_voice_yo_36856969.mp3,Mo gba ipe pajawiri lati odo awon ore mi laanaa.
Mi ò lówó lọ́wọ́ láti dá àwọn arìnrìnajò dúró lọ́nà.,/content/drive/MyDrive/clips/common_voice_yo_36856981.mp3,Mi o lowo lowo lati da awon arinrinajo duro lona.
Kọ́lá ni yóò mú ọmọ Nàíjíríà kúrò lóko ẹrú.,/content/drive/MyDrive/clips/common_voice_yo_36856982.mp3,Kola ni yoo mu omo Naijiria kuro loko eru.
Àrùn kòróná gba ẹ̀mí èèyàn mẹ́ẹ̀dógùn ní ọ̀sẹ̀ tó kọjá.,/content/drive/MyDrive/clips/common_voice_yo_36856984.mp3,Arun korona gba emi eeyan meedogun ni ose to koja.
Àwọn aṣòfin ìlú orí òkè ti buwọ́lu èsì ìdìbò náà,/content/drive/MyDrive/clips/common_voice_yo_36856985.mp3,Awon asofin ilu ori oke ti buwolu esi idibo naa
Ṣé aburú wà lórí yíyan ọkọ àbí aya lórí ayélujára?,/content/drive/MyDrive/clips/common_voice_yo_36860934.mp3,Se aburu wa lori yiyan oko abi aya lori ayelujara?
Àtúpalẹ̀ ìlànà bí wọ́n ṣe kojú ìwà ìbàjẹ́ nínú ìwé ìtàn àròsọ náà.,/content/drive/MyDrive/clips/common_voice_yo_36860935.mp3,Atupale ilana bi won se koju iwa ibaje ninu iwe itan aroso naa.
Ilé Ifẹ̀ ni àwọn Yorùbá ti ṣẹ̀ wá.,/content/drive/MyDrive/clips/common_voice_yo_36860936.mp3,Ile Ife ni awon Yoruba ti se wa.
Ilé ìgbìmọ̀ aṣòfin bọwọ́ lu ìwé tí ó ṣàfikún owó oṣù fáwọn òṣìsẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36860959.mp3,Ile igbimo asofin bowo lu iwe ti o safikun owo osu fawon osise.
Ojú ará ìlú rí màbo pẹ̀lú bí àwọn jàǹdùkú ṣe sọ àjọ̀dún di ìjà,/content/drive/MyDrive/clips/common_voice_yo_36860961.mp3,Oju ara ilu ri mabo pelu bi awon janduku se so ajodun di ija
Níbó ní gbogbo àwọn ọmọ mi wà báyìí?,/content/drive/MyDrive/clips/common_voice_yo_36861002.mp3,Nibo ni gbogbo awon omo mi wa bayii?
"Ẹ má dán abẹ́rẹ́ àjẹsára wò lára mi, mi ò gbà!",/content/drive/MyDrive/clips/common_voice_yo_36861004.mp3,"E ma dan abere ajesara wo lara mi, mi o gba!"
Ayaba Adénìké Adéyemí kò ní ìbàlẹ̀ ọkàn nínú ilé ẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36861005.mp3,Ayaba Adenike Adeyemi ko ni ibale okan ninu ile e
Ọlọ́pàá ní kò sí àpá lára òkú Lèmọ́mù tí wọ́n rí lẹ́gbẹ̀ẹ́ títì,/content/drive/MyDrive/clips/common_voice_yo_36861027.mp3,Olopaa ni ko si apa lara oku Lemomu ti won ri legbee titi
Ọ̀nà kan gbòógi ni ó ṣe pàtàkì fún wa láti tọ̀ débi ìlérí wa.,/content/drive/MyDrive/clips/common_voice_yo_36861030.mp3,Ona kan gboogi ni o se pataki fun wa lati to debi ileri wa.
Oníṣègùn yìí ti pòórá mọ́ àwọn ọ̀dọ́ tó ń lù ú lọ́wọ́,/content/drive/MyDrive/clips/common_voice_yo_36862118.mp3,Onisegun yii ti poora mo awon odo to n lu u lowo
A kò gbọdọ̀ tún ṣe àṣìṣe irú ẹ̀ mọ́ lọ́dún tó ń bọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36862123.mp3,A ko gbodo tun se asise iru e mo lodun to n bo.
Ọwọ́ ọlọ́pàá tẹ ọkùnrin tó so onígbèsè rẹ̀ mọ́lẹ̀ pẹ̀lú.,/content/drive/MyDrive/clips/common_voice_yo_36862126.mp3,Owo olopaa te okunrin to so onigbese re mole pelu.
Kò dájú pé ọmọ Nàìjíríà kankan ni àjàkálẹ̀ ààrùn yìí.,/content/drive/MyDrive/clips/common_voice_yo_36862151.mp3,Ko daju pe omo Naijiria kankan ni ajakale aarun yii.
Àwọn obìnrin tó gbé Túndé jáde lọ sí sinimá ti padà dé,/content/drive/MyDrive/clips/common_voice_yo_36862163.mp3,Awon obinrin to gbe Tunde jade lo si sinima ti pada de
Adé kúrò nílé lẹ́ni ọdún mẹ́rìndínlọ́gbọ̀n.,/content/drive/MyDrive/clips/common_voice_yo_36862164.mp3,Ade kuro nile leni odun merindinlogbon.
Adéyanjú àti àwọn ọ̀rẹ́ ẹ̀ tí wọ́n jọ ń mọtí ní ìjàm̀bá ọkọ̀ lánàá.,/content/drive/MyDrive/clips/common_voice_yo_36862165.mp3,Adeyanju ati awon ore e ti won jo n moti ni ijamba oko lanaa.
Èyí ni ìgbésí ayé Ọmọọba Ìlú Ọba tó fẹ́ ìyàwó mẹ́fà.,/content/drive/MyDrive/clips/common_voice_yo_36862166.mp3,Eyi ni igbesi aye Omooba Ilu Oba to fe iyawo mefa.
Àwọn nǹkan tó ṣe kókó nípa àwọn olùdíje fún adárí ẹgbẹ́ ló sọ.,/content/drive/MyDrive/clips/common_voice_yo_36862177.mp3,Awon nnkan to se koko nipa awon oludije fun adari egbe lo so.
Àwọn àgbà òṣèré ilẹ̀ Yorùbá ti sọ fún Ìyanu pé kó dákẹ́,/content/drive/MyDrive/clips/common_voice_yo_36862178.mp3,Awon agba osere ile Yoruba ti so fun Iyanu pe ko dake
Ìwádìí ń tèsíwájú lórí afurasí ajínigbé tó n múra bí wèrè.,/content/drive/MyDrive/clips/common_voice_yo_36862180.mp3,Iwadii n tesiwaju lori afurasi ajinigbe to n mura bi were.
Adé ti sọ tẹ́lẹ̀ pé àìbìkítà àwọn ẹbí ìyá náà ló pa ìyá òun.,/content/drive/MyDrive/clips/common_voice_yo_36862192.mp3,Ade ti so tele pe aibikita awon ebi iya naa lo pa iya oun.
Abẹ́rẹ́ àjẹsára yóò wọ Nàìjíríà láìpẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36862193.mp3,Abere ajesara yoo wo Naijiria laipe.
"Nígbà tí mo ṣì jẹ́ ọmọkùnrin, ẹnu mi máa ń gbẹ",/content/drive/MyDrive/clips/common_voice_yo_36868822.mp3,"Nigba ti mo si je omokunrin, enu mi maa n gbe"
Àhesọ ọ̀rọ̀ ni pé Adé àti Mojí ń fẹ́ ara wọn,/content/drive/MyDrive/clips/common_voice_yo_36868823.mp3,Aheso oro ni pe Ade ati Moji n fe ara won
Ẹgbẹ́ àwọn dókítà àti ìjọba ti tako ara wọn nínú ìlú Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36868835.mp3,Egbe awon dokita ati ijoba ti tako ara won ninu ilu Ibadan.
Àdùnní ni obìnrin àkọ́kọ́ tó ma kojú ogun àgbáyé.,/content/drive/MyDrive/clips/common_voice_yo_36868837.mp3,Adunni ni obinrin akoko to ma koju ogun agbaye.
Adájọ́ ní ìjọba kò gbọdọ̀ gbẹ́sẹ̀ lé àpò owó Ìgbòho.,/content/drive/MyDrive/clips/common_voice_yo_36868851.mp3,Adajo ni ijoba ko gbodo gbese le apo owo Igboho.
"Tíṣà oko kan mu ọtí lọ́sàán ọjọ́ Sátidé, ó sì ṣubú",/content/drive/MyDrive/clips/common_voice_yo_36868854.mp3,"Tisa oko kan mu oti losaan ojo Satide, o si subu"
Ní ìlú Ìkòròdú ni ọwọ́ ọlọ́pàá ti tẹ akẹ́kọ̀ọ́ kùnrin náà.,/content/drive/MyDrive/clips/common_voice_yo_36868855.mp3,Ni ilu Ikorodu ni owo olopaa ti te akekoo kunrin naa.
"Àárẹ̀ lásánlàsàn ló ń ṣe Tinúbú, ó sì ti sálọ sí ìlú òyìnbó",/content/drive/MyDrive/clips/common_voice_yo_36868880.mp3,"Aare lasanlasan lo n se Tinubu, o si ti salo si ilu oyinbo"
Bóyá ògùn kan wà tí èèyàn lè lò kí ara ẹ̀ lè yá,/content/drive/MyDrive/clips/common_voice_yo_36868881.mp3,Boya ogun kan wa ti eeyan le lo ki ara e le ya
Tóyìn fi orin yẹ́ Ìyábò Òjó sí níbi ìsìnkú ìyá rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36868883.mp3,Toyin fi orin ye Iyabo Ojo si nibi isinku iya re.
Àwọn obìnrin tó dé láti òke òkun n sọ ọmọ wọn lorúkọ àrà.,/content/drive/MyDrive/clips/common_voice_yo_36868898.mp3,Awon obinrin to de lati oke okun n so omo won loruko ara.
Kí ni ọ̀nà àbáyọ sí ìṣòro àti rògbòdìyàn ìlú Ìlọrin?,/content/drive/MyDrive/clips/common_voice_yo_36868900.mp3,Ki ni ona abayo si isoro ati rogbodiyan ilu Ilorin?
Lérè Pàímọ́ sọ bí fíìmù rẹ̀ ṣe di ìlú mọ̀ọ́ká.,/content/drive/MyDrive/clips/common_voice_yo_36876293.mp3,Lere Paimo so bi fiimu re se di ilu mooka.
Adélaní kò tí wá sí ilé láti ìgbàtí ó ti lọ sí ilé ìwé.,/content/drive/MyDrive/clips/common_voice_yo_36876295.mp3,Adelani ko ti wa si ile lati igbati o ti lo si ile iwe.
Ọwọ́ pálábá àwọn tó fọ́ ilé-ìtajà fún ìgbà kejì ségi.,/content/drive/MyDrive/clips/common_voice_yo_36876297.mp3,Owo palaba awon to fo ile-itaja fun igba keji segi.
Irú tíátà wọ ni a máa ń lò fún ìrètí oun ọ̀tun?,/content/drive/MyDrive/clips/common_voice_yo_36876299.mp3,Iru tiata wo ni a maa n lo fun ireti oun otun?
Omi gbé arákùnrin ẹni ọdún ogún kan lọ.,/content/drive/MyDrive/clips/common_voice_yo_36876301.mp3,Omi gbe arakunrin eni odun ogun kan lo.
Ilé ẹjọ́ ní kí ìjọba gbẹ́sẹ̀ lé owó gọbọi tó wà nínú àpò.,/content/drive/MyDrive/clips/common_voice_yo_36876302.mp3,Ile ejo ni ki ijoba gbese le owo goboi to wa ninu apo.
Ọ̀rọ̀ àpárá má ń jáde ní ìdí ayò títa lọ́pọ̀lọpọ̀ ìgbà.,/content/drive/MyDrive/clips/common_voice_yo_36876312.mp3,Oro apara ma n jade ni idi ayo tita lopolopo igba.
Ààrè orílẹ̀-èdè yí ò wulẹ̀ bìkítà bóyá àwọn èèyàn òun wà ní àlááfíà.,/content/drive/MyDrive/clips/common_voice_yo_36876313.mp3,Aare orile-ede yi o wule bikita boya awon eeyan oun wa ni alaafia.
Mákindé tọrọ àforíjì fún ìpàdé ìta gbangba ẹgbẹ́ tó wáyé.,/content/drive/MyDrive/clips/common_voice_yo_36876314.mp3,Makinde toro aforiji fun ipade ita gbangba egbe to waye.
Ọba alayé mẹ́ta ló rawọ́ ẹ̀bẹ̀ sí ìjọba láti dẹ́kun ìkọlù àwọn daradaran,/content/drive/MyDrive/clips/common_voice_yo_36876326.mp3,Oba alaye meta lo rawo ebe si ijoba lati dekun ikolu awon daradaran
Mímu omi tí kò dáa ló pa àwọn màlúù yẹn.,/content/drive/MyDrive/clips/common_voice_yo_36876327.mp3,Mimu omi ti ko daa lo pa awon maluu yen.
Àwọn tó forí sọta ìjàmbá iná ń bẹ ìjọba láti dìde ìrànwọ́,/content/drive/MyDrive/clips/common_voice_yo_36876328.mp3,Awon to fori sota ijamba ina n be ijoba lati dide iranwo
Ọmọ kan ṣoṣo lọ́wọ́ ìyá rẹ̀ dèrò ọrun torí ááwọ̀ ní ilé- ìjọsìn.,/content/drive/MyDrive/clips/common_voice_yo_36876814.mp3,Omo kan soso lowo iya re dero orun tori aawo ni ile- ijosin.
Olùṣọ́gbà gba àbọ̀dè fún àwọn ọ̀gá rẹ.,/content/drive/MyDrive/clips/common_voice_yo_36876815.mp3,Olusogba gba abode fun awon oga re.
Orí ààrò ni Ìyá Lọlá ti dín gbogbo ẹran ìnáwó náà.,/content/drive/MyDrive/clips/common_voice_yo_36876822.mp3,Ori aaro ni Iya Lola ti din gbogbo eran inawo naa.
Ìgbéyàwó alárédè ni Àbẹ̀kẹ́ ati Ìṣọ̀lá se.,/content/drive/MyDrive/clips/common_voice_yo_36876824.mp3,Igbeyawo alarede ni Abeke ati Isola se.
Àwọn ọmọ ológun ti ìwọ̀ oòrùn ti kọjú ìjà sí àwọn ará ìlú,/content/drive/MyDrive/clips/common_voice_yo_36876826.mp3,Awon omo ologun ti iwo oorun ti koju ija si awon ara ilu
Yorùbá gbà pé kò sí àìsàn tí ewé àti egbò ò le wòsàn,/content/drive/MyDrive/clips/common_voice_yo_36876841.mp3,Yoruba gba pe ko si aisan ti ewe ati egbo o le wosan
Ọjọ́ kiní oṣù kẹwàá ni àyájọ́ ọjọ́ òmìnira ilẹ̀ Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36876844.mp3,Ojo kini osu kewaa ni ayajo ojo ominira ile Naijiria.
Bọ́lá Tinúbú ti gba iṣẹ́ ológun ṣe láti ọwọ́ ìjọba àpapọ̀,/content/drive/MyDrive/clips/common_voice_yo_36876845.mp3,Bola Tinubu ti gba ise ologun se lati owo ijoba apapo
Àmọ̀tẹ́kùn yóò bẹ̀rẹ̀ sí ni káàkiri ibodè nílẹ̀ Yorùbá.,/content/drive/MyDrive/clips/common_voice_yo_36876857.mp3,Amotekun yoo bere si ni kaakiri ibode nile Yoruba.
Ilé aṣofín ní ìṣúnà ọdún yìí gbọ́dọ̀ pèsè owó fún àwọn akẹ́kọ̀ọ́.,/content/drive/MyDrive/clips/common_voice_yo_36876858.mp3,Ile asofin ni isuna odun yii gbodo pese owo fun awon akekoo.
Bọ́sẹ̀ bú sí ẹkun ayọ̀ lẹ́yin tí ó parí ìwádìí.,/content/drive/MyDrive/clips/common_voice_yo_36876859.mp3,Bose bu si ekun ayo leyin ti o pari iwadii.
Ọ̀gbẹ́ni Gàní Adámọlẹ́kun ló dá gbogbo wàhálà yìí sílẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36876860.mp3,Ogbeni Gani Adamolekun lo da gbogbo wahala yii sile
Ààrẹ àná àti ààrẹ tó wà lóri oyè bínú sọ̀rọ̀ síra.,/content/drive/MyDrive/clips/common_voice_yo_36876866.mp3,Aare ana ati aare to wa lori oye binu soro sira.
Ọ̀pọ̀ àwọn èèyàn ló ń ṣe ìwádìí lórí ayélujára ní gbogbo ìgbà.,/content/drive/MyDrive/clips/common_voice_yo_36876868.mp3,Opo awon eeyan lo n se iwadii lori ayelujara ni gbogbo igba.
Ajá mẹ́ta ni mo rà nígbà tí mo ń gbé ní Oǹdó.,/content/drive/MyDrive/clips/common_voice_yo_36876869.mp3,Aja meta ni mo ra nigba ti mo n gbe ni Ondo.
Ẹran ìgbẹ́ mẹ́wàá ni ajá tí mo ṣẹ̀ṣẹ̀ rà pa lóko lánàá.,/content/drive/MyDrive/clips/common_voice_yo_36876870.mp3,Eran igbe mewaa ni aja ti mo sese ra pa loko lanaa.
Àyẹ̀wò lóri ipò tí àwọn mẹ̀kúnù wà lo yẹ ko jẹ ìjọba lógún.,/content/drive/MyDrive/clips/common_voice_yo_36876901.mp3,Ayewo lori ipo ti awon mekunu wa lo ye ko je ijoba logun.
Adájọ́ rán bàbá tó fi ipá bá ọmọ ọdún mẹ́rin lò pọ̀ lẹ́wọ̀n gbére.,/content/drive/MyDrive/clips/common_voice_yo_36876904.mp3,Adajo ran baba to fi ipa ba omo odun merin lo po lewon gbere.
Ọmọ Nàìjíríà bínu lórí iléeṣẹ́ Nàìjíríà tí wọ́n wó ní ìlú Àgànyìn.,/content/drive/MyDrive/clips/common_voice_yo_36877194.mp3,Omo Naijiria binu lori ileese Naijiria ti won wo ni ilu Aganyin.
Wo ohun tó yẹ kí o mọ̀ nípa Akírun ti Ìlú Ìkìrun tó wàjà.,/content/drive/MyDrive/clips/common_voice_yo_36877197.mp3,Wo ohun to ye ki o mo nipa Akirun ti Ilu Ikirun to waja.
Ìjọba gbé ilé ijó oníhòhò tì pa lórí ẹ̀sùn títàpá sí ìlànà.,/content/drive/MyDrive/clips/common_voice_yo_36877212.mp3,Ijoba gbe ile ijo onihoho ti pa lori esun titapa si ilana.
Aláàfin Adéyẹmí ló kọ́ ilé alárinrin méjì fún Fọláshadé ati Ọmọ́wùnmí,/content/drive/MyDrive/clips/common_voice_yo_36877213.mp3,Alaafin Adeyemi lo ko ile alarinrin meji fun Folashade ati Omowunmi
"Yọ̀mí Fáṣàánú ti dùbúlẹ̀ àìsàn, àwọn ẹgbẹ́ è sì ń bẹ̀bẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_36877216.mp3,"Yomi Fasaanu ti dubule aisan, awon egbe e si n bebe."
Àwọn agbófinró ti ya bo ilé Ọ̀jọ̀gbọ́n Ọnànúgà ní ìjẹta.,/content/drive/MyDrive/clips/common_voice_yo_36877237.mp3,Awon agbofinro ti ya bo ile Ojogbon Onanuga ni ijeta.
Ṣé lóòótọ́ ní pé Pásítọ̀ kan fún ìyàwó ẹlòmíràn lóyún ní Ẹdó?,/content/drive/MyDrive/clips/common_voice_yo_36877241.mp3,Se loooto ni pe Pasito kan fun iyawo elomiran loyun ni Edo?
Ọdún tuntun ti àwọn mùsùlùmí ti bẹ̀rẹ̀ ní Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36877253.mp3,Odun tuntun ti awon musulumi ti bere ni Naijiria.
Fásitì Ìbàdàn ti ti ìlẹ̀kún mọ́ àwọn akẹ́kọ̀ọ́ tó ń ṣe ẹ̀hónú,/content/drive/MyDrive/clips/common_voice_yo_36877274.mp3,Fasiti Ibadan ti ti ilekun mo awon akekoo to n se ehonu
Bashọ̀run Ògúnmọ́lá ni ó jẹ́ baba ogun ní ilẹ̀ ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36877356.mp3,Bashorun Ogunmola ni o je baba ogun ni ile ibadan.
Ilé ìwé gíga Ìbàdàn ló wù mí láti lọ báyìí.,/content/drive/MyDrive/clips/common_voice_yo_36877359.mp3,Ile iwe giga Ibadan lo wu mi lati lo bayii.
Ọmọ tó ga ló wù mí láti fẹ́ bí aya.,/content/drive/MyDrive/clips/common_voice_yo_36877360.mp3,Omo to ga lo wu mi lati fe bi aya.
Ọkọ̀ méjì ló tàkìtì nínú ìjàmbá tó ṣẹlẹ̀ lásìkò ìjì líle,/content/drive/MyDrive/clips/common_voice_yo_36877406.mp3,Oko meji lo takiti ninu ijamba to sele lasiko iji lile
Mo máa ń parọ́ pé olùkọ́ni ni mí lẹ́ẹ̀kọ̀kan tí ebi bá pa mí,/content/drive/MyDrive/clips/common_voice_yo_36877407.mp3,Mo maa n paro pe olukoni ni mi leekokan ti ebi ba pa mi
Àwọn ajagunfẹ̀yìntì kọ̀ọ̀kan ti lọ bẹ ààrẹ Bùhárí nípa ọ̀rọ̀ ààbò.,/content/drive/MyDrive/clips/common_voice_yo_36877408.mp3,Awon ajagunfeyinti kookan ti lo be aare Buhari nipa oro aabo.
Ọọ̀ni Ògúnwùsì àti Adélékè sọ pé àwọn yóò ra bàálù fún mi,/content/drive/MyDrive/clips/common_voice_yo_36877409.mp3,Ooni Ogunwusi ati Adeleke so pe awon yoo ra baalu fun mi
Agbẹjọ́ro ti dá gómìnà ìpínlẹ̀ Òǹdò lẹ́bi látàrí ìṣẹ̀lẹ̀ tó ṣẹlẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36877410.mp3,Agbejoro ti da gomina ipinle Ondo lebi latari isele to sele.
"Òjò gbogbo bí ọdún, àwọn èèyàn ìlú Ẹ̀pẹ́ ń ṣe àjọyọ̀",/content/drive/MyDrive/clips/common_voice_yo_36877441.mp3,"Ojo gbogbo bi odun, awon eeyan ilu Epe n se ajoyo"
Ọ̀pọ̀lọpọ̀ àǹfààní ló wà nínú lílo ọṣẹ dúdú.,/content/drive/MyDrive/clips/common_voice_yo_36877444.mp3,Opolopo anfaani lo wa ninu lilo ose dudu.
Agboọlá Àjàyí ní mílíọ̀nù mẹ́wàá lòun ń gbà lóṣù.,/content/drive/MyDrive/clips/common_voice_yo_36877451.mp3,Agboola Ajayi ni milionu mewaa loun n gba losu.
Àwọn ọ̀dọ́ oníjọ̀gbọ̀n ti di agbébọn nitorí àìríṣẹ́ṣe,/content/drive/MyDrive/clips/common_voice_yo_36877472.mp3,Awon odo onijogbon ti di agbebon nitori airisese
Arákùnrin kan tó ń gbé ní ìlú Ìlọrin dáná sun ìyàwó rẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36877502.mp3,Arakunrin kan to n gbe ni ilu Ilorin dana sun iyawo re
Obìnrin náà ní òun yóò san owó orí ọkọ rẹ̀ padà.,/content/drive/MyDrive/clips/common_voice_yo_36877506.mp3,Obinrin naa ni oun yoo san owo ori oko re pada.
